order_id,user_id,total_price,status,created_at
O000068,U00171,1158376,CANCEL,2025-09-12T00:29:48.468
O000069,U00088,772911,CANCEL,2025-09-12T18:51:48.468
O000070,U01870,2372400,PENDING,2026-01-05T02:57:48.468
O000071,U07725,463174,CANCEL,2026-01-08T22:01:48.468
O000072,U05673,836346,CANCEL,2025-11-03T23:41:48.468
O000073,U08565,1679208,PAID,2025-10-21T23:58:48.468
O000074,U07238,1633230,PAID,2025-10-29T00:46:48.468
O000075,U09739,2033411,PENDING,2025-10-04T02:59:48.468
O000076,U02197,982343,PAID,2025-11-23T18:23:48.468
O000077,U04128,2510119,PENDING,2025-11-12T20:32:48.468
O000078,U09767,1067151,PENDING,2025-10-10T02:42:48.468
O000079,U04528,479365,PAID,2025-10-31T17:23:48.468
O000080,U07779,1615792,CANCEL,2025-10-10T14:58:48.468
O000081,U06227,721879,PENDING,2025-09-05T11:28:48.468
O000082,U09320,1447076,CANCEL,2025-12-16T04:12:48.468
O000083,U01449,911701,PAID,2025-09-23T10:55:48.468
O000084,U06937,1761277,PAID,2025-12-21T19:17:48.468
O000085,U02804,2916122,CANCEL,2025-11-24T18:42:48.468
O000086,U03450,2281923,CANCEL,2025-09-27T07:48:48.468
O000087,U00090,572483,CANCEL,2025-09-02T02:03:48.468
O000088,U00652,1797280,PENDING,2025-10-03T01:35:48.468
O000089,U03270,203176,CANCEL,2025-09-24T23:40:48.468
O000090,U05388,1867903,PAID,2025-10-30T19:38:48.468
O000091,U09105,424643,PAID,2025-09-18T09:53:48.468
O000092,U09510,1273864,PAID,2025-09-10T14:39:48.469
O000093,U01761,2811628,CANCEL,2025-10-25T23:57:48.469
O000094,U04238,3006660,PAID,2025-08-28T09:17:48.469
O000095,U00049,1249813,CANCEL,2025-12-04T17:08:48.469
O000096,U00474,1562621,PAID,2026-01-11T20:13:48.469
O000097,U01035,562689,PAID,2025-09-11T01:28:48.469
O000098,U05474,1939110,PAID,2025-11-27T12:36:48.469
O000099,U09846,2144250,PENDING,2025-12-26T10:58:48.469
O000100,U09153,2970179,PENDING,2025-09-04T17:05:48.469
O000101,U06492,2691197,PENDING,2026-01-12T00:20:48.469
O000102,U00300,753045,PENDING,2025-09-18T08:40:48.469
O000103,U05836,2468385,PENDING,2025-10-23T06:01:48.469
O000104,U02014,1554110,CANCEL,2025-11-24T14:02:48.469
O000105,U02678,3011182,CANCEL,2025-11-09T08:26:48.469
O000106,U08130,1828396,PENDING,2025-10-05T09:41:48.469
O000107,U03970,1791529,CANCEL,2025-10-17T08:45:48.469
O000108,U05649,465750,PAID,2026-01-06T09:08:48.469
O000109,U09968,1567369,PAID,2025-10-24T04:15:48.469
O000110,U00181,2476018,CANCEL,2025-09-15T23:43:48.469
O000111,U08059,1571573,PENDING,2025-09-12T17:46:48.469
O000112,U01993,2698203,CANCEL,2025-09-28T12:26:48.469
O000113,U05706,847769,PAID,2025-09-28T18:43:48.469
O000114,U03753,725273,CANCEL,2026-01-08T12:19:48.469
O000115,U01537,2760688,CANCEL,2025-11-19T20:31:48.469
O000116,U05741,1385191,CANCEL,2025-10-09T13:54:48.470
O000117,U05384,1278478,PENDING,2025-11-03T09:26:48.470
O000118,U09241,593507,PENDING,2025-12-31T22:51:48.470
O000119,U00033,1253940,PAID,2026-01-07T23:42:48.470
O000120,U09147,2139724,PAID,2025-08-27T22:43:48.470
O000121,U07858,1459968,PAID,2025-10-30T15:46:48.470
O000122,U03073,904717,PENDING,2025-12-09T14:13:48.470
O000123,U00075,2577028,CANCEL,2025-10-18T07:54:48.470
O000124,U00723,102074,PENDING,2025-10-24T03:41:48.470
O000125,U07722,2451059,CANCEL,2025-12-06T11:42:48.470
O000126,U03127,1742830,CANCEL,2025-09-07T05:05:48.470
O000127,U08616,2775111,PAID,2026-01-11T02:03:48.470
O000128,U08453,1640757,PAID,2025-12-14T18:13:48.470
O000129,U01683,2889540,PAID,2025-12-23T08:58:48.470
O000130,U09357,1402167,PAID,2025-12-04T03:32:48.470
O000131,U01523,1267427,CANCEL,2025-11-03T18:44:48.470
O000132,U05719,2909118,CANCEL,2025-09-18T15:59:48.470
O000133,U00731,1864844,CANCEL,2025-09-19T21:09:48.470
O000134,U04289,2697211,CANCEL,2025-08-30T05:48:48.470
O000135,U09046,1939375,PAID,2025-12-05T04:12:48.470
O000136,U08598,1469251,PENDING,2025-09-25T14:12:48.470
O000137,U05890,2525648,PAID,2025-10-30T07:47:48.470
O000138,U03970,2826672,PAID,2025-12-02T15:26:48.470
O000139,U00004,2113735,CANCEL,2026-01-01T07:57:48.470
O000140,U03929,422926,PAID,2025-09-21T11:51:48.470
O000141,U00929,1416969,CANCEL,2025-10-06T22:19:48.470
O000142,U07913,1402397,CANCEL,2025-10-21T01:08:48.470
O000143,U02005,1607875,CANCEL,2025-12-27T10:31:48.470
O000144,U07467,519260,PENDING,2025-10-09T04:37:48.470
O000145,U05347,2410979,PAID,2025-10-28T08:12:48.470
O000146,U01659,759417,PAID,2025-10-02T05:13:48.470
O000147,U00432,755694,PENDING,2025-10-29T05:08:48.470
O000148,U00781,2212486,CANCEL,2025-12-07T20:37:48.470
O000149,U06991,2826602,CANCEL,2025-11-23T05:37:48.470
O000150,U00635,536565,PENDING,2025-11-28T02:47:48.470
O000151,U07067,2716673,CANCEL,2025-12-02T18:10:48.470
O000152,U00757,1129258,CANCEL,2026-01-01T22:56:48.470
O000153,U02446,1880374,PENDING,2025-09-19T11:39:48.471
O000154,U05420,543773,CANCEL,2025-10-21T20:35:48.471
O000155,U03486,1031813,PENDING,2026-01-07T16:02:48.471
O000156,U05865,712272,PENDING,2025-09-17T04:56:48.471
O000157,U09531,2815838,PENDING,2025-10-29T03:07:48.471
O000158,U04299,1397265,PAID,2025-10-17T03:32:48.471
O000159,U06817,2725334,PENDING,2025-10-12T10:18:48.471
O000160,U06366,2999614,PAID,2025-11-18T17:37:48.471
O000161,U04027,3057982,CANCEL,2025-11-24T11:53:48.471
O000162,U00312,984983,PAID,2025-11-28T00:39:48.471
O000163,U04318,196312,CANCEL,2025-09-30T02:08:48.471
O000164,U02579,1035587,PENDING,2025-09-29T00:19:48.471
O000165,U00228,933260,CANCEL,2025-09-05T11:43:48.471
O000166,U08951,955403,PAID,2025-12-07T21:53:48.471
O000167,U06887,727069,PENDING,2025-12-01T07:01:48.471
O000168,U09390,1125046,PENDING,2026-01-06T01:59:48.471
O000169,U08662,2868214,CANCEL,2025-10-03T05:33:48.471
O000170,U05106,237284,PENDING,2025-11-01T06:30:48.471
O000171,U03773,1330439,PAID,2025-10-15T12:36:48.471
O000172,U02350,834701,CANCEL,2025-10-30T03:33:48.471
O000173,U00578,986168,PAID,2025-12-04T03:42:48.471
O000174,U09810,300537,CANCEL,2025-09-04T17:55:48.471
O000175,U02889,2441231,PAID,2025-10-31T08:36:48.471
O000176,U00373,2054826,CANCEL,2025-12-21T01:48:48.471
O000177,U02026,2896457,PAID,2025-10-09T11:59:48.471
O000178,U02311,1092058,PENDING,2025-11-30T19:29:48.471
O000179,U01435,2148445,PENDING,2025-11-22T13:40:48.471
O000180,U05030,2053627,CANCEL,2025-08-27T06:51:48.471
O000181,U00086,1873565,PENDING,2026-01-05T11:07:48.471
O000182,U07489,1770594,PAID,2025-11-07T01:59:48.471
O000183,U04501,2944729,PAID,2025-09-20T17:49:48.471
O000184,U02340,1558680,PAID,2025-11-14T09:38:48.471
O000185,U07224,1327045,PAID,2025-12-25T09:54:48.471
O000186,U03186,950281,PENDING,2025-11-26T09:12:48.471
O000187,U02726,2726727,PAID,2025-11-28T02:58:48.471
O000188,U06907,1274217,PENDING,2025-11-01T15:50:48.471
O000189,U07558,1493025,PENDING,2025-11-29T07:21:48.471
O000190,U01938,2210296,CANCEL,2025-11-03T20:56:48.471
O000191,U02386,394734,PENDING,2025-10-04T02:54:48.471
O000192,U01822,2726522,PENDING,2025-09-12T22:20:48.471
O000193,U07622,2696895,PENDING,2025-09-17T02:50:48.472
O000194,U05264,1779642,PENDING,2025-08-31T09:21:48.472
O000195,U04061,145647,PAID,2025-09-23T09:21:48.472
O000196,U00885,923791,CANCEL,2025-12-03T17:28:48.472
O000197,U00174,1034872,CANCEL,2025-10-31T13:27:48.472
O000198,U00495,1267674,CANCEL,2025-09-04T04:14:48.472
O000199,U09696,872303,PAID,2025-12-13T01:48:48.472
O000200,U04194,1995427,PENDING,2025-11-12T23:27:48.472
O000201,U01777,1225615,PAID,2025-08-28T21:28:48.472
O000202,U00759,389503,CANCEL,2025-10-30T15:50:48.472
O000203,U04774,2196047,PENDING,2025-11-09T15:14:48.472
O000204,U08798,2277420,PAID,2025-12-07T13:53:48.472
O000205,U00652,1540387,PAID,2025-08-31T10:09:48.472
O000206,U05495,2165839,PENDING,2025-12-25T21:32:48.473
O000207,U09612,2137525,PENDING,2025-11-25T08:58:48.473
O000208,U09530,2820067,PAID,2025-09-24T21:26:48.473
O000209,U05752,2087645,PAID,2025-09-12T16:51:48.473
O000210,U07355,1200461,CANCEL,2025-10-04T00:50:48.473
O000211,U03835,2479845,CANCEL,2025-12-13T22:13:48.473
O000212,U08002,1829499,CANCEL,2025-10-16T22:01:48.473
O000213,U03089,1656730,PENDING,2025-09-28T14:57:48.473
O000214,U01342,1431087,PAID,2025-10-31T16:38:48.473
O000215,U09036,1911195,PENDING,2025-10-03T07:24:48.473
O000216,U08979,2138773,PAID,2025-11-04T05:52:48.473
O000217,U03525,1923375,PAID,2026-01-02T22:01:48.473
O000218,U01408,122208,CANCEL,2026-01-08T19:40:48.473
O000219,U07447,2809990,PENDING,2026-01-12T03:53:48.473
O000220,U02025,2969625,PAID,2025-10-29T21:18:48.473
O000221,U03761,120512,PENDING,2026-01-10T12:50:48.473
O000222,U03679,501078,PAID,2025-10-15T09:50:48.473
O000223,U04138,516199,PAID,2025-10-11T15:16:48.473
O000224,U03005,1128055,PAID,2025-11-20T10:11:48.473
O000225,U00020,1776599,PENDING,2025-10-07T16:11:48.473
O000226,U01934,2943519,PENDING,2025-12-25T06:47:48.473
O000227,U06301,1016386,CANCEL,2025-11-14T02:09:48.473
O000228,U07413,681882,CANCEL,2025-08-30T02:44:48.473
O000229,U04196,2932338,PENDING,2025-10-21T17:38:48.473
O000230,U08906,2282034,PENDING,2025-10-17T04:13:48.473
O000231,U07975,3066815,PAID,2025-11-03T14:39:48.473
O000232,U02606,1657253,PENDING,2025-09-01T00:05:48.474
O000233,U02100,1467982,PENDING,2025-09-15T16:30:48.474
O000234,U02398,2960894,PENDING,2025-10-21T20:17:48.474
O000235,U04648,2250454,PENDING,2025-11-17T10:47:48.474
O000236,U03370,2987896,CANCEL,2025-12-24T05:35:48.474
O000237,U02163,2088622,PENDING,2025-10-18T02:32:48.474
O000238,U09983,2255907,CANCEL,2025-12-11T09:10:48.474
O000239,U05902,1802421,CANCEL,2025-10-14T18:24:48.474
O000240,U02252,2322798,PENDING,2025-12-21T10:48:48.474
O000241,U03311,767782,PENDING,2025-12-29T14:59:48.474
O000242,U07729,2410482,PENDING,2025-12-19T04:17:48.474
O000243,U08836,2494547,CANCEL,2025-09-02T17:33:48.474
O000244,U08753,2990338,PENDING,2025-09-16T04:32:48.474
O000245,U09229,2992325,CANCEL,2025-11-06T03:17:48.474
O000246,U00496,2251286,PENDING,2025-09-28T07:34:48.474
O000247,U08029,194274,PAID,2025-12-09T17:26:48.474
O000248,U03570,2912581,PENDING,2025-12-14T14:03:48.474
O000249,U07205,2994086,PENDING,2025-10-14T18:01:48.474
O000250,U00770,1841734,CANCEL,2025-09-01T13:22:48.474
O000251,U02661,2455889,PENDING,2025-09-12T09:27:48.474
O000252,U09491,329544,PENDING,2025-08-27T20:11:48.474
O000253,U01181,2919881,PENDING,2025-11-05T02:42:48.474
O000254,U07908,319012,CANCEL,2025-11-29T21:16:48.474
O000255,U02703,3011537,CANCEL,2025-09-13T12:00:48.474
O000256,U00224,116584,PENDING,2025-12-31T08:50:48.474
O000257,U07931,2859148,CANCEL,2025-11-11T01:33:48.474
O000258,U08133,2141438,CANCEL,2025-12-27T05:01:48.474
O000259,U08170,1089899,PENDING,2025-09-09T16:40:48.474
O000260,U06313,2228602,CANCEL,2026-01-09T12:37:48.474
O000261,U06551,2439898,PAID,2025-11-14T07:29:48.474
O000262,U04121,2736076,CANCEL,2025-09-06T08:32:48.474
O000263,U03228,292923,CANCEL,2025-12-30T19:17:48.474
O000264,U08756,977108,CANCEL,2025-12-25T03:43:48.474
O000265,U04869,2777733,PENDING,2025-11-25T04:15:48.475
O000266,U08193,1230090,PAID,2025-11-13T12:53:48.475
O000267,U06908,482805,PAID,2025-10-03T15:41:48.475
O000268,U03268,404211,CANCEL,2025-11-30T20:37:48.475
O000269,U02907,305168,PAID,2025-12-16T16:46:48.475
O000270,U06199,2575449,PAID,2025-09-08T03:21:48.475
O000271,U01557,1126246,CANCEL,2026-01-05T00:50:48.475
O000272,U08105,2481976,CANCEL,2025-10-03T02:11:48.475
O000273,U05861,1962384,CANCEL,2025-11-11T22:44:48.475
O000274,U00263,1430056,CANCEL,2025-12-14T10:35:48.475
O000275,U09409,2278877,PAID,2026-01-07T14:39:48.475
O000276,U06461,659784,PAID,2025-12-27T20:29:48.475
O000277,U01955,2198033,PAID,2025-10-11T17:51:48.475
O000278,U07181,2144666,PENDING,2025-09-01T02:46:48.475
O000279,U01344,1835269,PENDING,2025-11-15T05:46:48.475
O000280,U00683,1587195,PAID,2025-12-15T22:06:48.475
O000281,U03781,1677645,PAID,2025-12-25T08:03:48.475
O000282,U08788,1476387,PAID,2025-09-02T17:24:48.475
O000283,U09782,2458169,PAID,2025-09-26T02:31:48.475
O000284,U04969,2416468,PENDING,2025-09-20T22:32:48.475
O000285,U08979,2466466,CANCEL,2025-12-21T15:00:48.475
O000286,U09104,2188299,CANCEL,2025-12-14T16:22:48.475
O000287,U07001,1234564,PAID,2025-09-08T23:41:48.475
O000288,U04357,948339,PAID,2025-12-19T01:09:48.475
O000289,U09321,2696453,CANCEL,2025-11-12T19:26:48.475
O000290,U05941,2570456,PAID,2025-11-30T16:53:48.475
O000291,U00761,1109415,PAID,2025-10-30T23:13:48.475
O000292,U06871,901258,PENDING,2025-11-08T12:20:48.475
O000293,U06820,2851544,PENDING,2025-11-21T17:14:48.475
O000294,U02763,132296,CANCEL,2025-11-05T17:39:48.475
O000295,U08195,1388199,PENDING,2025-08-29T07:27:48.475
O000296,U09841,2042383,PENDING,2025-09-11T04:40:48.475
O000297,U09418,415234,CANCEL,2025-09-13T12:12:48.475
O000298,U04587,2253789,CANCEL,2025-11-12T15:35:48.475
O000299,U00978,1971373,PENDING,2025-10-27T17:23:48.475
O000300,U01517,1200921,PENDING,2025-11-21T02:17:48.475
O000301,U04387,1017292,PENDING,2025-09-15T19:20:48.475
O000302,U03100,310666,PAID,2025-09-14T20:26:48.475
O000303,U06350,3070867,CANCEL,2025-10-10T15:02:48.475
O000304,U00744,2705362,PENDING,2025-10-29T17:30:48.475
O000305,U08542,2499775,PAID,2025-10-07T18:35:48.475
O000306,U05262,2780554,PAID,2025-12-21T13:23:48.475
O000307,U02787,3036953,CANCEL,2025-12-04T21:35:48.475
O000308,U01274,2853878,CANCEL,2025-11-30T23:40:48.475
O000309,U07114,1343548,PENDING,2025-10-22T01:20:48.475
O000310,U04574,2166691,CANCEL,2025-10-21T03:04:48.475
O000311,U03933,973021,PAID,2025-10-28T04:43:48.475
O000312,U01374,134186,CANCEL,2025-10-08T14:52:48.475
O000313,U03662,2340928,PENDING,2025-10-09T04:02:48.475
O000314,U01496,2824460,PAID,2026-01-03T13:31:48.475
O000315,U07874,1456453,CANCEL,2026-01-04T12:29:48.475
O000316,U03330,209182,PAID,2026-01-09T08:46:48.475
O000317,U07192,1111582,CANCEL,2025-09-17T05:23:48.475
O000318,U03798,298025,CANCEL,2025-11-29T03:21:48.475
O000319,U04423,1711226,PENDING,2025-10-27T00:59:48.476
O000320,U09572,2784002,CANCEL,2026-01-07T15:46:48.476
O000321,U06826,1443221,PAID,2025-10-06T11:36:48.476
O000322,U00277,1846426,PENDING,2025-12-10T21:21:48.476
O000323,U02033,748958,CANCEL,2025-10-08T09:39:48.476
O000324,U02594,2371788,CANCEL,2025-10-31T16:09:48.476
O000325,U00563,1055936,CANCEL,2025-12-03T04:09:48.476
O000326,U09864,2865809,PENDING,2025-12-28T20:53:48.476
O000327,U00344,1145274,PAID,2025-08-31T13:48:48.476
O000328,U04976,2230022,PENDING,2025-08-29T06:54:48.476
O000329,U00713,121951,PENDING,2025-10-12T15:54:48.476
O000330,U01459,2382242,PAID,2025-09-08T18:10:48.476
O000331,U07375,2260316,PAID,2025-09-11T03:23:48.476
O000332,U09348,2823897,PENDING,2025-10-15T02:13:48.476
O000333,U05668,2149078,CANCEL,2025-10-19T06:14:48.476
O000334,U03659,1383818,PENDING,2025-12-28T19:27:48.476
O000335,U01075,1213556,CANCEL,2025-12-17T10:47:48.476
O000336,U05422,2763231,PAID,2025-10-10T14:15:48.476
O000337,U00490,1962871,PAID,2025-09-02T17:49:48.476
O000338,U01815,2435294,PAID,2025-10-07T06:13:48.476
O000339,U00533,2711718,PAID,2025-11-04T08:26:48.476
O000340,U04182,1428828,PENDING,2025-10-20T10:43:48.476
O000341,U07164,2505783,PENDING,2026-01-08T22:34:48.476
O000342,U08058,2453292,CANCEL,2025-11-25T19:59:48.476
O000343,U02280,756339,PENDING,2025-11-12T01:05:48.476
O000344,U04271,1168134,PAID,2025-09-25T02:53:48.476
O000345,U04307,2467296,PAID,2025-11-08T03:06:48.476
O000346,U01682,2019493,CANCEL,2025-09-04T18:46:48.476
O000347,U06018,848947,PENDING,2025-09-04T01:36:48.476
O000348,U04973,1539766,CANCEL,2025-10-03T02:31:48.476
O000349,U01408,2963718,CANCEL,2025-11-02T10:31:48.476
O000350,U09181,1027209,PENDING,2025-10-08T04:50:48.476
O000351,U05667,2865740,PAID,2025-11-25T15:42:48.476
O000352,U09039,1228401,CANCEL,2025-09-13T14:54:48.476
O000353,U05337,2615158,PENDING,2025-10-11T05:40:48.476
O000354,U09948,2699161,PENDING,2025-10-26T18:21:48.476
O000355,U08418,2784147,CANCEL,2025-10-03T16:46:48.476
O000356,U06803,916653,PAID,2025-11-19T10:04:48.476
O000357,U04864,1320937,PENDING,2025-12-09T22:05:48.476
O000358,U07083,100177,PENDING,2025-08-31T16:45:48.476
O000359,U05186,238853,CANCEL,2025-12-11T20:42:48.476
O000360,U06428,2937483,CANCEL,2025-09-24T22:56:48.476
O000361,U02956,784506,CANCEL,2025-09-16T21:52:48.476
O000362,U06725,2990798,PENDING,2025-12-16T06:56:48.476
O000363,U01058,2642984,CANCEL,2025-10-17T21:41:48.476
O000364,U08307,1369383,CANCEL,2026-01-09T08:28:48.476
O000365,U03603,2967595,CANCEL,2025-09-12T22:40:48.476
O000366,U02656,269983,CANCEL,2025-10-01T08:08:48.476
O000367,U07567,414089,PENDING,2025-12-08T13:31:48.476
O000368,U06081,3009693,CANCEL,2025-12-22T13:08:48.476
O000369,U02629,1879104,PENDING,2026-01-02T17:45:48.476
O000370,U00828,1734380,CANCEL,2025-12-31T23:51:48.476
O000371,U02041,2267544,CANCEL,2025-12-07T06:30:48.476
O000372,U05716,1254775,PENDING,2025-09-12T02:15:48.476
O000373,U09486,713953,PAID,2025-10-13T04:56:48.476
O000374,U02143,2183587,PENDING,2025-12-09T22:23:48.476
O000375,U00335,2542223,CANCEL,2026-01-08T17:35:48.476
O000376,U05885,2875896,PAID,2025-11-03T01:45:48.476
O000377,U01823,2688716,CANCEL,2025-11-13T18:21:48.476
O000378,U01279,1952747,PAID,2025-09-27T17:54:48.476
O000379,U03393,428732,CANCEL,2025-11-24T09:32:48.476
O000380,U07125,1228280,PAID,2025-11-05T14:34:48.476
O000381,U07741,2917790,PENDING,2025-12-22T17:42:48.476
O000382,U09126,1137913,PENDING,2025-12-15T03:50:48.476
O000383,U03682,1474580,PAID,2025-09-19T08:02:48.476
O000384,U08959,1700995,PENDING,2025-10-11T01:23:48.476
O000385,U05578,2622524,PAID,2025-09-10T16:16:48.477
O000386,U08633,1383962,PENDING,2025-09-24T17:00:48.477
O000387,U01697,2713183,CANCEL,2025-11-22T11:58:48.477
O000388,U01725,914514,PENDING,2025-10-10T17:09:48.477
O000389,U07549,717937,PAID,2025-09-07T22:30:48.477
O000390,U08336,2205390,CANCEL,2026-01-06T21:36:48.477
O000391,U01778,1195545,PAID,2025-12-21T20:42:48.477
O000392,U02937,458944,CANCEL,2025-11-05T15:56:48.477
O000393,U07551,2145712,PENDING,2025-11-20T11:34:48.477
O000394,U07746,2795513,PAID,2025-10-21T14:20:48.477
O000395,U05357,1714903,PENDING,2025-12-05T17:19:48.477
O000396,U00121,2229870,CANCEL,2026-01-01T18:05:48.477
O000397,U02102,2487643,PAID,2025-09-19T22:40:48.477
O000398,U01116,1296554,PAID,2025-10-30T07:40:48.477
O000399,U02910,2011706,CANCEL,2025-09-03T15:02:48.477
O000400,U08042,2997676,PENDING,2025-09-15T08:12:48.477
O000401,U02195,2306270,PAID,2025-12-15T02:52:48.477
O000402,U01919,2258154,PAID,2025-10-20T18:22:48.477
O000403,U01823,1210044,PENDING,2026-01-08T13:54:48.477
O000404,U03576,2040215,PENDING,2026-01-01T12:59:48.477
O000405,U05116,588325,PENDING,2025-12-10T09:30:48.477
O000406,U00986,114117,PENDING,2026-01-01T00:15:48.477
O000407,U08209,1077960,CANCEL,2025-12-05T20:31:48.477
O000408,U00814,464833,PENDING,2025-12-25T10:43:48.477
O000409,U01836,2219225,CANCEL,2025-11-04T18:40:48.478
O000410,U06413,2216385,CANCEL,2025-11-08T10:40:48.478
O000411,U05725,1140806,PENDING,2026-01-07T01:11:48.478
O000412,U03848,2090902,PENDING,2025-10-18T12:33:48.478
O000413,U03195,2061364,CANCEL,2025-12-16T00:17:48.478
O000414,U06022,2102715,PAID,2025-09-29T09:38:48.478
O000415,U05003,1596599,PENDING,2025-11-16T14:23:48.478
O000416,U06542,2574811,CANCEL,2025-11-03T11:55:48.478
O000417,U03189,2000974,PENDING,2026-01-09T19:56:48.478
O000418,U09305,2518859,PENDING,2025-10-26T06:54:48.478
O000419,U07020,778229,CANCEL,2025-11-12T12:25:48.478
O000420,U00387,176463,CANCEL,2025-10-17T00:56:48.478
O000421,U06720,421275,CANCEL,2025-09-07T02:38:48.478
O000422,U01480,2176849,PAID,2025-10-06T14:15:48.478
O000423,U07856,981969,PAID,2025-11-06T07:40:48.478
O000424,U03100,170392,PAID,2025-12-17T23:31:48.478
O000425,U07795,1859294,PENDING,2026-01-08T19:51:48.478
O000426,U03454,1083938,PAID,2025-11-12T03:54:48.478
O000427,U00721,1501794,PAID,2025-10-25T15:46:48.478
O000428,U04655,183788,PAID,2026-01-10T14:41:48.478
O000429,U08655,407428,CANCEL,2025-12-17T07:43:48.478
O000430,U09935,572110,PENDING,2025-09-28T01:33:48.478
O000431,U04437,2489434,CANCEL,2025-11-27T03:10:48.478
O000432,U00787,1283266,PENDING,2025-11-02T09:07:48.478
O000433,U08168,950254,PAID,2026-01-12T04:21:48.478
O000434,U07276,1725222,PAID,2025-11-19T06:29:48.478
O000435,U07371,1093564,PAID,2025-10-27T05:57:48.478
O000436,U05688,2172480,CANCEL,2026-01-10T03:05:48.478
O000437,U07878,786388,CANCEL,2025-12-30T22:58:48.478
O000438,U06694,2944345,PAID,2025-09-15T05:33:48.478
O000439,U00044,1765254,PAID,2025-09-29T12:36:48.478
