order_item_id,order_id,variant_id,price,quantity
OI000027_1,O000027,V06734,230545,3
OI000027_2,O000027,V00777,329413,2
OI000027_3,O000027,V01018,151625,2
OI000028_1,O000028,V03022,304064,3
OI000029_1,O000029,V07072,261597,2
OI000030_1,O000030,V04542,209441,1
OI000031_1,O000031,V03296,350129,1
OI000031_2,O000031,V00427,238131,3
OI000032_1,O000032,V06462,360570,1
OI000033_1,O000033,V06224,164980,2
OI000034_1,O000034,V01835,144804,2
OI000034_2,O000034,V04499,333641,2
OI000034_3,O000034,V04365,158512,2
OI000035_1,O000035,V04080,459425,2
OI000035_2,O000035,V07074,503838,3
OI000035_3,O000035,V06009,383286,2
OI000036_1,O000036,V04518,588980,1
OI000036_2,O000036,V02357,351108,2
OI000036_3,O000036,V01622,158342,2
OI000037_1,O000037,V03699,580077,3
OI000038_1,O000038,V07832,228372,2
OI000038_2,O000038,V03196,112537,2
OI000039_1,O000039,V05269,566283,1
OI000039_2,O000039,V04046,330245,3
OI000040_1,O000040,V04445,438089,2
OI000040_2,O000040,V02164,261999,1
OI000041_1,O000041,V00070,582208,1
OI000041_2,O000041,V06277,111168,3
OI000041_3,O000041,V04746,381648,3
OI000042_1,O000042,V03601,517500,3
OI000043_1,O000043,V00897,414686,1
OI000043_2,O000043,V04634,353994,1
OI000044_1,O000044,V03612,551325,1
OI000044_2,O000044,V05858,355251,1
OI000045_1,O000045,V00008,389432,1
OI000046_1,O000046,V06064,531255,3
OI000046_2,O000046,V02094,465881,3
OI000047_1,O000047,V04645,360831,2
OI000047_2,O000047,V06338,585108,2
OI000047_3,O000047,V06994,407145,1
OI000048_1,O000048,V07205,327682,2
OI000049_1,O000049,V07772,328113,1
OI000049_2,O000049,V06306,581022,1
OI000049_3,O000049,V00245,256171,2
OI000050_1,O000050,V06498,358826,2
OI000050_2,O000050,V06043,538620,2
OI000051_1,O000051,V07536,199410,2
OI000051_2,O000051,V06704,300399,1
OI000051_3,O000051,V06867,529727,3
OI000052_1,O000052,V04623,168643,1
OI000052_2,O000052,V03329,490454,1
OI000052_3,O000052,V02231,290764,1
OI000053_1,O000053,V05708,512413,1
OI000054_1,O000054,V04031,211628,3
OI000054_2,O000054,V05095,348553,2
OI000054_3,O000054,V05472,415378,3
OI000055_1,O000055,V04034,127168,2
OI000055_2,O000055,V01722,440217,2
OI000055_3,O000055,V00453,212622,1
OI000056_1,O000056,V07417,128887,1
OI000056_2,O000056,V05758,542572,1
OI000056_3,O000056,V00133,369493,1
OI000057_1,O000057,V02529,140184,3
OI000057_2,O000057,V05987,552391,1
OI000057_3,O000057,V03840,447404,3
OI000058_1,O000058,V05605,464723,1
OI000058_2,O000058,V04777,520828,1
OI000059_1,O000059,V07759,178439,2
OI000059_2,O000059,V07541,414869,3
OI000059_3,O000059,V00124,118328,1
OI000060_1,O000060,V02154,263406,3
OI000061_1,O000061,V00257,351112,1
OI000061_2,O000061,V04229,193019,2
OI000062_1,O000062,V05143,146654,1
OI000062_2,O000062,V00015,239687,2
OI000062_3,O000062,V02165,333342,2
OI000063_1,O000063,V07373,362554,1
OI000063_2,O000063,V00425,399824,1
OI000063_3,O000063,V07847,441428,2
OI000064_1,O000064,V01146,544410,2
OI000065_1,O000065,V07802,513292,1
OI000065_2,O000065,V02159,219619,2
OI000066_1,O000066,V07675,164804,1
OI000066_2,O000066,V05057,348872,2
OI000066_3,O000066,V01653,258950,2
OI000067_1,O000067,V01055,178735,3
OI000068_1,O000068,V00960,142313,3
OI000068_2,O000068,V03539,505657,1
OI000069_1,O000069,V06876,320008,1
OI000069_2,O000069,V07833,328208,3
OI000070_1,O000070,V00556,171618,3
OI000070_2,O000070,V02309,543381,3
OI000071_1,O000071,V03564,300026,1
OI000071_2,O000071,V01789,568374,2
OI000071_3,O000071,V04011,185298,1
OI000072_1,O000072,V01763,482339,3
OI000072_2,O000072,V07741,290691,3
OI000073_1,O000073,V05092,258933,3
OI000073_2,O000073,V01132,371224,1
OI000073_3,O000073,V06283,520832,3
OI000074_1,O000074,V05758,360724,2
OI000074_2,O000074,V05333,289969,3
OI000075_1,O000075,V03216,466250,2
OI000076_1,O000076,V01033,452389,1
OI000076_2,O000076,V02489,230053,1
OI000077_1,O000077,V05615,511240,1
OI000077_2,O000077,V03790,531836,2
OI000077_3,O000077,V00349,158086,2
OI000078_1,O000078,V05404,347487,1
OI000079_1,O000079,V05507,589471,2
OI000079_2,O000079,V06813,435898,2
OI000079_3,O000079,V04121,348258,2
OI000080_1,O000080,V03491,533420,1
OI000080_2,O000080,V03487,325410,3
OI000081_1,O000081,V05122,113416,1
OI000081_2,O000081,V06906,364988,1
OI000081_3,O000081,V00226,149104,2
OI000082_1,O000082,V05056,304506,3
OI000082_2,O000082,V07035,285386,2
OI000083_1,O000083,V02348,533282,2
OI000083_2,O000083,V03387,435274,1
OI000084_1,O000084,V06823,310116,3
OI000084_2,O000084,V02196,480538,1
OI000084_3,O000084,V04720,482286,1
OI000085_1,O000085,V05956,202247,2
OI000086_1,O000086,V00068,130964,3
OI000087_1,O000087,V06921,473017,2
OI000088_1,O000088,V04372,322044,2
OI000089_1,O000089,V00593,552292,2
OI000089_2,O000089,V05075,552083,3
OI000089_3,O000089,V04620,389690,3
OI000090_1,O000090,V01263,388648,1
OI000090_2,O000090,V06254,550441,3
OI000090_3,O000090,V06477,522469,2
OI000091_1,O000091,V04445,414736,2
OI000092_1,O000092,V07673,221323,3
OI000092_2,O000092,V04554,343408,1
OI000092_3,O000092,V07145,256751,2
OI000093_1,O000093,V05611,265249,1
OI000094_1,O000094,V02981,402166,3
OI000095_1,O000095,V04736,524949,1
OI000096_1,O000096,V04510,208221,2
OI000096_2,O000096,V02347,312691,3
OI000096_3,O000096,V06074,386385,2
OI000097_1,O000097,V03288,474531,1
OI000097_2,O000097,V00077,175497,1
OI000097_3,O000097,V00585,561596,2
OI000098_1,O000098,V05497,210374,1
OI000098_2,O000098,V02717,259440,1
OI000098_3,O000098,V05763,233796,3
OI000099_1,O000099,V03731,177951,2
OI000100_1,O000100,V05003,484732,2
OI000100_2,O000100,V00272,404524,2
OI000101_1,O000101,V02975,541801,1
OI000101_2,O000101,V01494,580708,2
OI000101_3,O000101,V03074,371980,2
OI000102_1,O000102,V03345,220219,1
OI000102_2,O000102,V03949,155299,1
OI000103_1,O000103,V01712,540626,2
OI000104_1,O000104,V07012,276595,2
OI000105_1,O000105,V00976,300761,2
OI000105_2,O000105,V02279,231333,3
OI000106_1,O000106,V03451,192867,1
OI000106_2,O000106,V02556,449255,2
OI000106_3,O000106,V05008,595004,1
OI000107_1,O000107,V04209,107910,1
OI000108_1,O000108,V03354,316132,3
OI000109_1,O000109,V05353,553293,1
OI000109_2,O000109,V05317,558282,1
OI000110_1,O000110,V06384,415264,2
OI000110_2,O000110,V06745,590282,2
OI000111_1,O000111,V01474,599200,3
OI000111_2,O000111,V00238,533076,3
OI000112_1,O000112,V01161,254126,3
OI000112_2,O000112,V07832,320735,3
OI000113_1,O000113,V03681,268401,1
OI000113_2,O000113,V07583,459845,3
OI000113_3,O000113,V01230,312644,1
OI000114_1,O000114,V06013,332104,3
OI000114_2,O000114,V02904,196208,3
OI000115_1,O000115,V07880,579781,3
OI000116_1,O000116,V00512,367403,1
OI000116_2,O000116,V01765,528350,2
OI000116_3,O000116,V06525,396756,2
OI000117_1,O000117,V03232,157072,1
OI000117_2,O000117,V02482,401593,2
OI000118_1,O000118,V04753,140503,1
OI000119_1,O000119,V05602,357486,2
OI000119_2,O000119,V07447,234735,3
OI000120_1,O000120,V02982,167906,3
OI000121_1,O000121,V00725,352780,1
OI000121_2,O000121,V07600,585897,1
OI000121_3,O000121,V00759,316646,3
OI000122_1,O000122,V01906,146270,1
OI000122_2,O000122,V03171,184288,3
OI000122_3,O000122,V05032,563737,1
OI000123_1,O000123,V06967,260538,3
OI000123_2,O000123,V02288,434265,3
OI000123_3,O000123,V00911,135978,2
OI000124_1,O000124,V04274,593790,3
OI000124_2,O000124,V00380,261270,1
OI000124_3,O000124,V01077,461627,3
OI000125_1,O000125,V01147,283029,3
OI000125_2,O000125,V04609,236241,2
OI000126_1,O000126,V05147,406726,3
OI000126_2,O000126,V00248,154472,2
OI000126_3,O000126,V05548,482617,2
OI000127_1,O000127,V03007,314901,1
OI000128_1,O000128,V06350,450675,2
OI000128_2,O000128,V02727,276530,2
OI000128_3,O000128,V07423,568683,1
OI000129_1,O000129,V06278,468731,2
OI000129_2,O000129,V06426,374371,3
OI000130_1,O000130,V03486,414614,2
OI000131_1,O000131,V04187,571394,2
OI000132_1,O000132,V01848,475724,1
OI000133_1,O000133,V00934,481758,3
OI000134_1,O000134,V06239,497538,2
OI000134_2,O000134,V06686,119426,1
OI000134_3,O000134,V03218,494288,1
OI000135_1,O000135,V02608,215913,3
OI000136_1,O000136,V05273,398842,1
OI000136_2,O000136,V01092,481968,2
OI000137_1,O000137,V03171,503133,2
OI000138_1,O000138,V00294,571722,1
OI000138_2,O000138,V04248,452508,3
OI000138_3,O000138,V03721,506959,2
OI000139_1,O000139,V03266,356367,3
OI000139_2,O000139,V05327,304351,2
OI000140_1,O000140,V00906,132464,2
OI000140_2,O000140,V06542,140067,2
OI000140_3,O000140,V02979,353478,1
OI000141_1,O000141,V05002,491420,3
OI000142_1,O000142,V00599,529885,2
OI000143_1,O000143,V07485,561387,2
OI000143_2,O000143,V03073,589611,3
OI000144_1,O000144,V04556,405328,2
OI000144_2,O000144,V07990,547198,1
OI000145_1,O000145,V02490,151116,1
OI000146_1,O000146,V05795,204265,1
OI000146_2,O000146,V02142,560017,2
OI000147_1,O000147,V03769,482086,1
OI000147_2,O000147,V01024,420867,2
OI000147_3,O000147,V03518,473020,2
OI000148_1,O000148,V06872,429834,3
OI000149_1,O000149,V00933,332079,1
OI000149_2,O000149,V00566,451167,2
OI000150_1,O000150,V06658,202804,3
OI000151_1,O000151,V04336,415498,2
OI000151_2,O000151,V00544,112593,2
OI000151_3,O000151,V06720,314279,3
OI000152_1,O000152,V06088,487344,1
OI000152_2,O000152,V05368,402968,3
OI000152_3,O000152,V02755,180710,2
OI000153_1,O000153,V00231,485657,2
OI000153_2,O000153,V01454,542593,1
OI000154_1,O000154,V03361,462044,1
OI000154_2,O000154,V03602,595816,2
OI000155_1,O000155,V00711,370463,1
OI000156_1,O000156,V00133,480096,3
OI000156_2,O000156,V02527,110293,2
OI000156_3,O000156,V02455,456945,3
OI000157_1,O000157,V02014,417209,1
OI000157_2,O000157,V04447,183655,3
OI000158_1,O000158,V05985,238510,1
OI000158_2,O000158,V05947,292564,1
OI000158_3,O000158,V01136,289692,1
OI000159_1,O000159,V04860,285833,2
OI000159_2,O000159,V07368,450920,2
OI000159_3,O000159,V03913,507018,2
OI000160_1,O000160,V02430,322395,3
OI000160_2,O000160,V05031,530309,1
OI000161_1,O000161,V03392,508714,1
OI000162_1,O000162,V02221,278876,3
OI000162_2,O000162,V00875,261322,2
OI000162_3,O000162,V07256,312038,1
OI000163_1,O000163,V06272,478507,1
OI000163_2,O000163,V04787,187671,2
OI000163_3,O000163,V05200,518557,2
OI000164_1,O000164,V02743,553558,1
OI000165_1,O000165,V07486,163563,3
OI000165_2,O000165,V01786,462081,2
OI000166_1,O000166,V00482,591219,1
OI000166_2,O000166,V07050,546440,3
OI000167_1,O000167,V04656,295746,2
OI000167_2,O000167,V05369,556920,2
OI000168_1,O000168,V07725,598752,1
OI000168_2,O000168,V02024,505161,2
OI000168_3,O000168,V04931,461080,1
OI000169_1,O000169,V00740,305739,3
OI000170_1,O000170,V04725,370516,3
OI000170_2,O000170,V07752,478909,1
OI000170_3,O000170,V02214,292480,2
OI000171_1,O000171,V04895,588674,2
OI000171_2,O000171,V03734,457759,2
OI000172_1,O000172,V06527,590950,2
OI000173_1,O000173,V03932,174452,3
OI000173_2,O000173,V02200,443491,2
OI000173_3,O000173,V01129,147293,3
OI000174_1,O000174,V07608,153095,1
OI000175_1,O000175,V03172,280017,1
OI000175_2,O000175,V02150,314431,1
OI000176_1,O000176,V05336,153611,2
OI000176_2,O000176,V02912,176151,2
OI000177_1,O000177,V06742,315304,1
OI000177_2,O000177,V03006,418678,3
OI000177_3,O000177,V07401,323444,1
OI000178_1,O000178,V03330,239062,1
OI000178_2,O000178,V03296,533527,1
OI000178_3,O000178,V03870,543063,1
OI000179_1,O000179,V06288,426881,1
OI000180_1,O000180,V00514,471458,2
OI000180_2,O000180,V05741,167045,3
OI000181_1,O000181,V07127,365021,1
OI000181_2,O000181,V01804,197909,2
OI000181_3,O000181,V00570,415899,3
OI000182_1,O000182,V04080,539965,2
OI000182_2,O000182,V06196,565806,3
OI000183_1,O000183,V02279,281276,3
OI000184_1,O000184,V00691,453913,1
OI000184_2,O000184,V04569,468617,2
OI000184_3,O000184,V03578,231296,1
OI000185_1,O000185,V05786,480830,3
OI000185_2,O000185,V05766,509116,2
OI000186_1,O000186,V04185,555429,2
OI000186_2,O000186,V00936,177974,3
OI000187_1,O000187,V07759,356081,1
OI000187_2,O000187,V03664,582725,1
OI000187_3,O000187,V05793,254622,1
OI000188_1,O000188,V02078,481427,1
OI000188_2,O000188,V00949,352018,3
OI000189_1,O000189,V05989,292195,2
OI000190_1,O000190,V00400,327750,2
OI000190_2,O000190,V07121,246482,1
OI000190_3,O000190,V07161,310764,3
OI000191_1,O000191,V01454,472212,3
OI000191_2,O000191,V07156,112015,1
OI000191_3,O000191,V05404,221986,3
OI000192_1,O000192,V01043,403651,1
OI000192_2,O000192,V00791,535487,1
OI000193_1,O000193,V07001,576543,1
OI000194_1,O000194,V03559,160493,3
OI000194_2,O000194,V03470,333361,2
OI000194_3,O000194,V01115,168151,2
OI000195_1,O000195,V02430,344776,1
OI000196_1,O000196,V05946,457633,3
OI000197_1,O000197,V04457,364470,3
OI000197_2,O000197,V07011,275804,1
OI000197_3,O000197,V02763,312013,2
OI000198_1,O000198,V06798,467155,1
OI000198_2,O000198,V04801,465497,3
OI000199_1,O000199,V01752,171216,3
OI000199_2,O000199,V04385,594437,3
OI000199_3,O000199,V04778,256219,2
OI000200_1,O000200,V02095,148128,2
OI000200_2,O000200,V07066,183767,1
OI000201_1,O000201,V04432,360640,1
OI000201_2,O000201,V00407,259093,2
OI000201_3,O000201,V06900,119359,1
OI000202_1,O000202,V03549,200121,3
OI000202_2,O000202,V02293,200968,2
OI000203_1,O000203,V00024,219942,2
OI000203_2,O000203,V03114,164583,2
OI000203_3,O000203,V01735,250775,1
OI000204_1,O000204,V01309,508918,2
OI000205_1,O000205,V04219,426750,2
OI000206_1,O000206,V00448,209244,3
OI000206_2,O000206,V02944,143393,3
OI000207_1,O000207,V04436,463128,1
OI000207_2,O000207,V01141,403363,3
OI000207_3,O000207,V06334,322392,1
OI000208_1,O000208,V05869,595028,2
OI000209_1,O000209,V05353,127953,2
OI000209_2,O000209,V05532,185749,2
OI000210_1,O000210,V04510,325385,1
OI000211_1,O000211,V05657,387261,3
OI000211_2,O000211,V02111,228526,2
OI000211_3,O000211,V07628,490419,2
OI000212_1,O000212,V07508,403651,2
OI000213_1,O000213,V06090,367502,2
OI000214_1,O000214,V07414,455964,2
OI000214_2,O000214,V05190,183580,2
OI000214_3,O000214,V00683,516345,1
OI000215_1,O000215,V01927,420633,2
OI000215_2,O000215,V07254,188726,2
OI000215_3,O000215,V05198,177861,1
OI000216_1,O000216,V07135,444582,2
OI000216_2,O000216,V01936,177433,3
OI000217_1,O000217,V00482,352541,1
OI000218_1,O000218,V00199,390068,1
OI000218_2,O000218,V05504,121905,1
OI000218_3,O000218,V01780,192692,2
OI000219_1,O000219,V02213,144535,1
OI000219_2,O000219,V05085,186226,2
OI000219_3,O000219,V00913,119045,1
OI000220_1,O000220,V01251,486455,2
OI000220_2,O000220,V04638,449392,2
OI000221_1,O000221,V01376,350832,1
OI000222_1,O000222,V00648,247009,1
OI000223_1,O000223,V02739,353110,1
OI000223_2,O000223,V00682,545151,2
OI000223_3,O000223,V03145,180832,1
OI000224_1,O000224,V04901,526516,3
OI000224_2,O000224,V07531,116810,3
OI000225_1,O000225,V06306,328268,3
OI000225_2,O000225,V01764,290627,3
OI000226_1,O000226,V07364,492527,2
OI000226_2,O000226,V06562,142514,1
OI000227_1,O000227,V04560,583017,3
OI000228_1,O000228,V07089,588576,2
OI000229_1,O000229,V06805,323394,1
OI000230_1,O000230,V07563,310605,3
OI000230_2,O000230,V06270,246842,3
OI000231_1,O000231,V01989,161863,3
OI000231_2,O000231,V00460,214162,2
OI000231_3,O000231,V07441,388725,2
OI000232_1,O000232,V02944,546097,1
OI000232_2,O000232,V07548,280808,1
OI000232_3,O000232,V02861,282190,2
OI000233_1,O000233,V05725,285823,1
OI000233_2,O000233,V06460,156205,3
OI000233_3,O000233,V05022,195382,3
OI000234_1,O000234,V03796,245018,2
OI000234_2,O000234,V03579,413979,2
OI000234_3,O000234,V02822,588526,3
OI000235_1,O000235,V01957,434588,1
OI000235_2,O000235,V07866,421310,1
OI000236_1,O000236,V01364,184686,2
OI000236_2,O000236,V00910,563848,2
OI000237_1,O000237,V05434,330697,2
OI000237_2,O000237,V06366,197944,3
OI000237_3,O000237,V00240,533913,3
OI000238_1,O000238,V03210,248673,1
OI000238_2,O000238,V05017,137068,3
OI000239_1,O000239,V05552,187061,1
OI000240_1,O000240,V02694,217070,1
OI000240_2,O000240,V01059,517848,3
OI000240_3,O000240,V04744,535731,2
OI000241_1,O000241,V06723,124626,3
OI000241_2,O000241,V03979,488887,2
OI000242_1,O000242,V00733,411334,2
OI000242_2,O000242,V00785,123970,1
OI000242_3,O000242,V07884,367635,1
OI000243_1,O000243,V07455,123408,2
OI000243_2,O000243,V07704,250753,2
OI000243_3,O000243,V00748,306580,2
OI000244_1,O000244,V06515,189016,3
OI000245_1,O000245,V04658,359121,3
OI000245_2,O000245,V02598,404150,3
OI000246_1,O000246,V05867,364762,3
OI000247_1,O000247,V01713,392599,3
OI000247_2,O000247,V07683,185410,2
OI000248_1,O000248,V03094,447846,3
OI000248_2,O000248,V02202,376151,1
OI000248_3,O000248,V03776,319820,2
OI000249_1,O000249,V01956,343832,3
OI000249_2,O000249,V02719,329344,2
OI000249_3,O000249,V07839,493155,1
OI000250_1,O000250,V06648,357655,2
OI000251_1,O000251,V07837,494248,2
OI000251_2,O000251,V06457,490999,3
OI000251_3,O000251,V04173,363451,3
OI000252_1,O000252,V03574,528755,2
OI000253_1,O000253,V02996,552782,2
OI000253_2,O000253,V04121,252408,2
OI000254_1,O000254,V05473,535248,2
OI000254_2,O000254,V04300,170560,1
OI000254_3,O000254,V07819,518157,3
OI000255_1,O000255,V03728,151247,3
OI000256_1,O000256,V04059,444137,3
OI000256_2,O000256,V07221,443547,2
OI000256_3,O000256,V00513,121724,1
OI000257_1,O000257,V02072,573171,1
OI000257_2,O000257,V01678,329168,2
OI000257_3,O000257,V06193,175550,1
OI000258_1,O000258,V01326,596573,2
OI000258_2,O000258,V07889,430048,3
OI000258_3,O000258,V07142,588038,1
OI000259_1,O000259,V02115,322576,2
OI000260_1,O000260,V04015,588235,2
OI000260_2,O000260,V04401,132786,3
OI000260_3,O000260,V05624,198752,1
OI000261_1,O000261,V02901,423265,3
OI000261_2,O000261,V06164,538786,1
OI000262_1,O000262,V07171,504993,2
OI000263_1,O000263,V00107,371384,2
OI000263_2,O000263,V03380,414744,1
OI000264_1,O000264,V05685,463348,1
OI000264_2,O000264,V03002,499889,3
OI000265_1,O000265,V02706,163543,2
OI000265_2,O000265,V03903,255983,2
OI000266_1,O000266,V02346,264819,3
OI000266_2,O000266,V06971,583280,3
OI000266_3,O000266,V07676,193908,1
OI000267_1,O000267,V07681,570699,3
OI000267_2,O000267,V01889,477352,1
OI000267_3,O000267,V06004,273872,2
OI000268_1,O000268,V04783,285782,3
OI000268_2,O000268,V01791,409927,1
OI000269_1,O000269,V06470,452785,2
OI000269_2,O000269,V06745,492257,3
OI000269_3,O000269,V06229,418171,2
OI000270_1,O000270,V02626,265246,3
OI000270_2,O000270,V00342,295554,1
OI000271_1,O000271,V01289,154630,3
OI000271_2,O000271,V05249,315835,2
OI000272_1,O000272,V06977,456695,1
OI000272_2,O000272,V03639,130334,1
OI000273_1,O000273,V06604,138145,2
OI000274_1,O000274,V05701,394933,3
OI000274_2,O000274,V07108,150466,2
OI000274_3,O000274,V05099,575026,2
OI000275_1,O000275,V06779,402500,1
OI000276_1,O000276,V04017,453450,1
OI000277_1,O000277,V03201,457961,3
OI000277_2,O000277,V00720,577151,3
OI000278_1,O000278,V00755,494359,1
OI000279_1,O000279,V04428,271637,2
OI000279_2,O000279,V01970,314212,3
OI000280_1,O000280,V03570,250162,1
OI000281_1,O000281,V04587,352653,1
OI000281_2,O000281,V02500,450424,3
OI000281_3,O000281,V07589,566007,2
OI000282_1,O000282,V02475,327478,1
OI000282_2,O000282,V04328,394059,2
OI000283_1,O000283,V06541,578103,2
OI000284_1,O000284,V02313,179559,3
OI000285_1,O000285,V06148,206385,3
OI000285_2,O000285,V04015,415090,1
OI000286_1,O000286,V05838,227608,1
OI000286_2,O000286,V04481,527624,3
OI000286_3,O000286,V04829,461014,1
OI000287_1,O000287,V01007,440165,1
OI000287_2,O000287,V06937,114822,1
OI000287_3,O000287,V03714,362520,2
OI000288_1,O000288,V03824,574721,1
OI000289_1,O000289,V00166,223840,2
OI000289_2,O000289,V04631,416879,3
OI000290_1,O000290,V06120,581967,1
OI000290_2,O000290,V02373,376664,1
OI000291_1,O000291,V05281,544344,3
OI000291_2,O000291,V07490,225743,1
OI000291_3,O000291,V07170,450385,3
OI000292_1,O000292,V04004,127941,2
OI000292_2,O000292,V00704,171964,1
OI000293_1,O000293,V03960,482232,1
OI000293_2,O000293,V06167,197108,1
OI000293_3,O000293,V00813,289212,3
OI000294_1,O000294,V00340,521912,1
OI000294_2,O000294,V05067,307653,1
OI000294_3,O000294,V07753,408476,1
OI000295_1,O000295,V07552,172503,2
OI000295_2,O000295,V06877,575367,1
OI000295_3,O000295,V06310,175874,2
OI000296_1,O000296,V06811,193934,2
OI000296_2,O000296,V05530,548456,3
OI000296_3,O000296,V02055,126522,2
OI000297_1,O000297,V01043,336487,1
OI000298_1,O000298,V02637,392515,1
OI000298_2,O000298,V07201,222169,3
OI000299_1,O000299,V04118,344587,1
OI000299_2,O000299,V02774,446722,3
OI000300_1,O000300,V00147,120039,2
OI000301_1,O000301,V07288,295552,3
OI000302_1,O000302,V01990,347113,3
OI000302_2,O000302,V01453,261966,1
OI000303_1,O000303,V04567,401875,1
OI000303_2,O000303,V00621,274707,3
OI000303_3,O000303,V03846,287812,1
OI000304_1,O000304,V06805,402307,1
OI000304_2,O000304,V02969,438847,1
OI000305_1,O000305,V03290,513431,2
OI000305_2,O000305,V01460,174309,1
OI000306_1,O000306,V06476,565152,1
OI000307_1,O000307,V06423,279136,2
OI000307_2,O000307,V01855,236401,1
OI000308_1,O000308,V04526,291048,1
OI000309_1,O000309,V06842,439358,1
OI000310_1,O000310,V07413,125405,1
OI000311_1,O000311,V05273,201566,2
OI000311_2,O000311,V00099,219902,3
OI000312_1,O000312,V00147,198717,3
OI000312_2,O000312,V01250,173021,2
OI000312_3,O000312,V03731,118473,2
OI000313_1,O000313,V05151,519671,2
OI000313_2,O000313,V07119,179647,2
OI000314_1,O000314,V07177,185534,3
OI000314_2,O000314,V00259,567325,2
OI000314_3,O000314,V02054,360725,3
OI000315_1,O000315,V06565,335143,3
OI000315_2,O000315,V07854,319414,1
OI000315_3,O000315,V05866,246917,3
OI000316_1,O000316,V05922,367884,1
OI000317_1,O000317,V00972,147931,3
OI000317_2,O000317,V03788,485273,3
OI000318_1,O000318,V07861,451637,2
OI000319_1,O000319,V02795,339808,2
OI000319_2,O000319,V07794,365890,1
OI000319_3,O000319,V00717,232871,3
OI000320_1,O000320,V04502,268747,3
OI000320_2,O000320,V02065,285681,2
OI000321_1,O000321,V03271,125717,1
OI000321_2,O000321,V02708,361013,3
OI000321_3,O000321,V03621,591994,1
OI000322_1,O000322,V04129,271616,1
OI000322_2,O000322,V06905,583052,1
OI000323_1,O000323,V03371,509262,1
OI000324_1,O000324,V06008,132106,1
OI000325_1,O000325,V04767,501763,2
OI000325_2,O000325,V02833,310226,3
OI000325_3,O000325,V02360,295660,1
OI000326_1,O000326,V06499,563253,1
OI000326_2,O000326,V06654,230114,2
OI000327_1,O000327,V06088,558081,1
OI000327_2,O000327,V00580,570051,2
OI000328_1,O000328,V04449,483926,1
OI000329_1,O000329,V00463,579549,2
OI000329_2,O000329,V00651,210162,1
OI000330_1,O000330,V00506,582062,3
OI000331_1,O000331,V07701,482656,3
OI000332_1,O000332,V04373,186936,1
OI000332_2,O000332,V03597,471887,3
OI000333_1,O000333,V07398,520383,1
OI000333_2,O000333,V03098,382530,1
OI000334_1,O000334,V03972,207552,3
OI000334_2,O000334,V06063,543646,1
OI000334_3,O000334,V04026,474342,2
OI000335_1,O000335,V07927,150921,2
OI000336_1,O000336,V02224,144742,3
OI000336_2,O000336,V07447,506453,3
OI000337_1,O000337,V07111,221622,2
OI000337_2,O000337,V02891,561288,2
OI000338_1,O000338,V06589,236413,1
OI000338_2,O000338,V06234,190805,1
OI000338_3,O000338,V03335,313396,2
OI000339_1,O000339,V05317,522008,1
OI000339_2,O000339,V05884,175263,1
OI000340_1,O000340,V06837,331573,2
OI000340_2,O000340,V04420,233899,3
OI000341_1,O000341,V07691,163595,3
OI000341_2,O000341,V06447,436076,1
OI000342_1,O000342,V06034,112979,1
OI000342_2,O000342,V05570,211306,3
OI000343_1,O000343,V07898,460244,2
